,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1
,ID,"8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
2043,17.025000,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.162353,-0.255009,-0.951554,0.056192,-205.009903,94.934158,1162.702881,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.847704,0.054530,-0.052722,0.525018,-74.660522,86.294571,1239.653809,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2044,17.033333,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.161684,-0.255701,-0.951457,0.056616,-204.980499,94.960388,1162.651123,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.850354,0.055088,-0.052449,0.520685,-74.611214,86.243401,1239.568359,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2045,17.041667,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.161472,-0.256283,-0.951362,0.056190,-204.946304,94.976982,1162.589966,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.846654,0.054968,-0.052561,0.526681,-74.508385,86.204338,1239.489380,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2046,17.050000,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.161322,-0.257968,-0.950924,0.056313,-204.923203,94.959602,1162.554199,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.848760,0.055294,-0.052475,0.523255,-74.410385,86.212875,1239.392822,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2047,17.058333,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.160530,-0.258887,-0.950788,0.056653,-204.925003,94.982079,1162.453735,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.844767,0.055007,-0.052152,0.529738,-74.284798,86.233025,1239.254272,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2048,17.066667,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.160549,-0.258269,-0.951010,0.055697,-204.880341,94.990898,1162.346802,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.844422,0.055384,-0.052084,0.530256,-74.131569,86.237854,1239.091064,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2049,17.075000,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.159609,-0.260370,-0.950567,0.056169,-204.874237,94.981522,1162.315674,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.848309,0.056249,-0.052008,0.523931,-74.003639,86.206474,1238.933960,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2050,17.083333,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.160603,-0.258808,-0.950948,0.054064,-204.820755,95.007080,1162.186279,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.848356,0.056658,-0.051925,0.523818,-73.847839,86.193138,1238.791870,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2051,17.091667,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.160114,-0.258482,-0.951123,0.054001,-204.789383,95.017418,1162.125000,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.845407,0.056858,-0.051757,0.528559,-73.669594,86.136185,1238.659180,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2052,17.100000,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.161005,-0.258358,-0.951135,0.051692,-204.691940,94.999077,1162.104736,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.842065,0.056909,-0.051712,0.533868,-73.492828,86.008194,1238.543945,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2053,17.108333,-0.403463,0.019291,0.164161,0.899943,-204.083771,94.097702,1159.888428,0.161592,-0.256234,-0.951704,0.049916,-204.618057,95.008606,1162.099121,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.840386,0.057187,-0.051753,0.536472,-73.304230,85.880447,1238.495605,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2054,17.116667,-0.216424,-0.719242,0.307558,0.584174,-201.627426,91.281929,1164.851685,0.161592,-0.256234,-0.951704,0.049916,-204.618057,95.008606,1162.099121,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.843650,0.058209,-0.051799,0.531210,-73.120224,85.733215,1238.446167,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2055,17.125000,-0.216424,-0.719242,0.307558,0.584174,-201.627426,91.281929,1164.851685,0.161884,-0.256884,-0.951552,0.048513,-204.454742,95.000633,1162.096680,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.849322,0.058882,-0.052082,0.521990,-73.067856,85.668045,1238.513916,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2056,17.133333,-0.216424,-0.719242,0.307558,0.584174,-201.627426,91.281929,1164.851685,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.839372,0.058944,-0.052018,0.537843,-72.715950,85.351784,1238.431885,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2057,17.141667,-0.220886,-0.719865,0.302935,0.584152,-201.379730,91.186211,1164.833374,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.837349,0.059569,-0.052233,0.540898,-72.481606,85.157127,1238.436401,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2058,17.150000,-0.225921,-0.719768,0.301482,0.583098,-201.220154,91.123566,1164.679810,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.838732,0.060435,-0.051981,0.538677,-72.228462,85.016937,1238.398071,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2059,17.158333,-0.228552,-0.720077,0.299467,0.582728,-201.180679,91.111977,1164.526733,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.835038,0.060893,-0.052320,0.544303,-71.946014,84.887291,1238.356445,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2060,17.166667,-0.231741,-0.719862,0.298992,0.581978,-201.117126,91.100990,1164.319458,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.845662,0.062286,-0.052596,0.527456,-71.823013,84.913261,1238.389160,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2061,17.175000,-0.236520,-0.719816,0.298425,0.580401,-201.076340,91.061447,1164.102783,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.847831,0.063549,-0.052605,0.523810,-71.496254,84.864960,1238.305298,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2062,17.183333,0.197783,-0.416062,-0.887320,0.020937,-201.477203,89.642059,1164.617554,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.898730,0.067451,-0.048545,0.430556,-71.720863,84.819130,1238.334717,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2063,17.191667,0.198506,-0.420567,-0.885110,0.017314,-201.455154,89.676537,1164.274292,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.901252,0.068737,-0.048047,0.425102,-71.421570,84.843437,1238.237061,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2064,17.200000,0.198660,-0.424491,-0.883263,0.013727,-201.390259,89.655342,1163.952637,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.902418,0.069853,-0.047557,0.422493,-71.086044,84.956146,1238.120972,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2065,17.208333,0.198650,-0.429203,-0.881023,0.011039,-201.312668,89.699722,1163.515381,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.902102,0.070745,-0.047197,0.423060,-70.767204,85.157585,1237.935181,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2066,17.216667,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.161598,-0.257572,-0.951543,0.045916,-204.383820,94.992096,1162.159790,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.909523,0.072431,-0.046316,0.406665,-70.463890,85.382301,1237.732300,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2067,17.225000,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.171078,-0.271912,-0.946867,0.015440,-203.017212,95.898582,1157.722290,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.915303,0.073833,-0.045247,0.393347,-70.172684,85.673454,1237.431396,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2068,17.233333,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.174384,-0.274712,-0.945523,0.010500,-202.503571,96.078476,1156.908691,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.915677,0.075038,-0.044505,0.392333,-69.788879,86.063637,1236.947876,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2069,17.241667,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.176733,-0.278971,-0.943897,0.000014,-202.283264,96.164230,1156.178955,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.919853,0.076575,-0.043067,0.382298,-69.482979,86.505562,1236.386230,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2070,17.250000,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.174687,-0.284846,-0.942490,-0.007745,-202.161362,96.335571,1155.410889,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.927683,0.078642,-0.041208,0.362658,-69.211166,86.926949,1235.753296,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2071,17.258333,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.171683,-0.291150,-0.941076,-0.011498,-201.915390,96.629967,1154.524170,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.471974,0.048346,0.053574,-0.878654,-66.702423,89.670349,1235.661865,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2072,17.266667,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.171269,-0.297344,-0.939120,-0.017523,-201.444138,96.904785,1153.543823,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.502459,0.051382,0.042176,-0.862042,-65.949600,90.833344,1234.922607,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2073,17.275000,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.174839,-0.302865,-0.936353,-0.030768,-201.079559,97.227539,1152.608154,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.917966,0.083031,-0.040559,0.385746,-67.765656,89.156738,1232.830566,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2074,17.283333,0.197615,-0.435972,-0.877941,0.009803,-201.188080,89.761734,1163.012329,0.177127,-0.307357,-0.934034,-0.041695,-200.696915,97.778625,1151.618530,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.521203,0.052351,0.054494,-0.850080,-65.416977,92.626991,1232.764160,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2075,17.291667,0.245527,-0.666786,0.214355,-0.670198,-200.394394,94.066147,1154.982178,0.177127,-0.307357,-0.934034,-0.041695,-200.696915,97.778625,1151.618530,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.506085,0.050155,0.054309,-0.859310,-64.897545,93.940399,1231.606812,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2076,17.300000,0.249971,-0.660385,0.236665,-0.667380,-200.067139,94.723167,1154.332886,0.177127,-0.307357,-0.934034,-0.041695,-200.696915,97.778625,1151.618530,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.498950,0.047359,0.053147,-0.863702,-64.332634,95.846375,1230.744751,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2077,17.308333,0.253594,-0.654952,0.256726,-0.663943,-200.037903,95.657784,1153.669922,0.177127,-0.307357,-0.934034,-0.041695,-200.696915,97.778625,1151.618530,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.520476,0.049412,0.059971,-0.850333,-64.151405,97.510193,1229.731812,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2078,17.316667,0.253594,-0.654952,0.256726,-0.663943,-200.037903,95.657784,1153.669922,0.172120,-0.412985,-0.893905,-0.027435,-200.896545,101.710121,1148.719727,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.512622,0.047934,0.058298,-0.855291,-63.606998,99.587654,1228.822266,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2079,17.325000,0.253594,-0.654952,0.256726,-0.663943,-200.037903,95.657784,1153.669922,0.174360,-0.427230,-0.886533,-0.033641,-201.796494,103.496780,1148.147949,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.522463,0.047472,0.059110,-0.849285,-63.429379,101.778587,1227.997925,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2080,17.333333,-0.588473,-0.299294,-0.707610,-0.251813,-202.641159,100.949127,1151.849365,0.174360,-0.427230,-0.886533,-0.033641,-201.796494,103.496780,1148.147949,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.538478,0.048465,0.059588,-0.839131,-62.914387,104.338913,1227.449219,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2081,17.341667,-0.591568,-0.311016,-0.699564,-0.252838,-204.706680,103.828751,1151.263794,0.174360,-0.427230,-0.886533,-0.033641,-201.796494,103.496780,1148.147949,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.502539,0.043072,0.063141,-0.861169,-62.814816,106.872322,1226.775879,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2082,17.350000,-0.597312,-0.377836,-0.657467,-0.261143,-207.196320,107.302567,1150.087280,0.174360,-0.427230,-0.886533,-0.033641,-201.796494,103.496780,1148.147949,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.497483,0.040997,0.062982,-0.864213,-62.416489,109.618668,1226.224976,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2083,17.358333,-0.597312,-0.377836,-0.657467,-0.261143,-207.196320,107.302567,1150.087280,0.124835,-0.444870,-0.885468,-0.049542,-209.617981,115.649773,1146.123169,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.536628,0.045067,0.065683,-0.840050,-62.280411,112.821449,1225.871460,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2084,17.366667,-0.597312,-0.377836,-0.657467,-0.261143,-207.196320,107.302567,1150.087280,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.510572,0.039560,0.063858,-0.856548,-61.681835,116.065910,1225.312744,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2085,17.375000,-0.562800,-0.228905,-0.715341,-0.345175,-217.247986,123.628593,1144.782104,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.482938,0.033874,0.065683,-0.872531,-61.509491,119.602997,1224.561035,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2086,17.383333,-0.324772,0.634935,-0.338142,0.614037,-220.327728,123.593346,1146.258667,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.515703,0.037406,0.065660,-0.853428,-61.220398,123.863747,1224.358765,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2087,17.391667,-0.324772,0.634935,-0.338142,0.614037,-220.327728,123.593346,1146.258667,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.511346,0.035217,0.064819,-0.856203,-60.787746,128.212082,1224.048828,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2088,17.400000,-0.319123,0.627425,-0.362026,0.611094,-228.442001,131.887375,1144.841797,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.511018,0.033349,0.064806,-0.856475,-60.325500,132.817413,1223.820557,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2089,17.408333,-0.278631,0.596812,-0.406222,0.633375,-233.816360,137.730072,1143.039673,0.186613,-0.403404,-0.889689,-0.104374,-213.230118,119.342026,1143.795044,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.523945,0.033112,0.066344,-0.848519,-59.925068,137.613037,1223.739746,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2090,17.416667,-0.278631,0.596812,-0.406222,0.633375,-233.816360,137.730072,1143.039673,0.144019,-0.458557,-0.872832,-0.084542,-237.622574,145.235565,1140.038696,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.531476,0.032372,0.069027,-0.843635,-59.532410,142.576263,1223.844727,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2091,17.425000,-0.278631,0.596812,-0.406222,0.633375,-233.816360,137.730072,1143.039673,0.139775,-0.513259,-0.841844,-0.091251,-242.969833,148.575302,1141.771606,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.542067,0.031916,0.066436,-0.837097,-58.918449,147.311447,1223.897217,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2092,17.433333,0.541377,0.291298,0.672503,0.412064,-246.971817,152.404556,1140.943237,0.139775,-0.513259,-0.841844,-0.091251,-242.969833,148.575302,1141.771606,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.544305,0.030768,0.062765,-0.835970,-58.445847,151.939865,1223.925659,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2093,17.441667,0.541377,0.291298,0.672503,0.412064,-246.971817,152.404556,1140.943237,0.154952,-0.512289,-0.835019,-0.127648,-250.162125,156.877808,1140.226074,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.529220,0.027212,0.059498,-0.845959,-58.030296,156.579071,1223.995483,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2094,17.450000,0.515411,0.311765,0.670979,0.432367,-254.597961,162.026260,1141.113770,0.154952,-0.512289,-0.835019,-0.127648,-250.162125,156.877808,1140.226074,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.546789,0.028072,0.062486,-0.834464,-57.648895,161.502472,1224.347656,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2095,17.458333,0.515411,0.311765,0.670979,0.432367,-254.597961,162.026260,1141.113770,0.154952,-0.512289,-0.835019,-0.127648,-250.162125,156.877808,1140.226074,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.555363,0.027730,0.065279,-0.828578,-57.303104,166.524780,1224.944336,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2096,17.466667,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.154952,-0.512289,-0.835018,-0.127648,-250.162125,156.877808,1140.226074,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.553419,0.026010,0.064325,-0.830008,-56.850525,171.478745,1225.528564,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2097,17.475000,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.578609,0.002283,0.194425,-0.792089,-268.537781,172.767166,1138.024292,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.564733,0.026442,0.065184,-0.822270,-56.634735,176.532990,1226.219238,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2098,17.483333,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.588093,-0.001275,0.211099,-0.780758,-274.453888,177.282852,1137.557373,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.552534,0.023110,0.063370,-0.830757,-56.169743,181.666306,1226.957642,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2099,17.491667,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.542815,0.047246,0.268121,-0.794500,-281.122192,183.011536,1137.292603,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.551485,0.021622,0.064029,-0.831443,-55.917030,186.822739,1227.784668,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2100,17.500000,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.597670,0.059659,0.270749,-0.752281,-287.134277,187.203125,1139.285400,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.652657,0.035120,0.055162,-0.754827,-54.892494,191.676163,1228.381958,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2101,17.508333,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.609957,0.058243,0.289500,-0.735357,-293.423553,191.133896,1139.228882,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.532802,0.015138,0.065343,-0.843578,-55.529991,196.714127,1229.280762,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
2102,17.516667,0.497350,0.308061,0.654018,0.479585,-264.247803,170.972580,1140.334106,0.623139,0.056008,0.308368,-0.716568,-299.634918,194.951233,1139.553955,0.562764,0.273777,0.270443,-0.731576,992.000610,40.234200,1255.461792,-0.621766,0.025844,0.058992,-0.780550,-54.935974,201.034943,1229.705322,-0.343362,0.527030,0.777213,-0.016781,887.822205,52.137440,1280.373047
